"","id","observed_on_string","observed_on","time_observed_at","time_zone","out_of_range","user_id","user_login","created_at","updated_at","quality_grade","license","url","image_url","tag_list","description","id_please","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","positional_accuracy","geoprivacy","coordinates_obscured","positioning_method","positioning_device","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","hometown","NLCD_layer","longitude","latitude"
"738",2951446,"Sat Apr 16 2016 11:02:01 GMT-0700 (PDT)","2016-04-16","2016-04-17 06:02:01 +1200","Pacific Time (US & Canada)","",218355,"kathryn18","2016-04-17 10:26:24 +1200","2018-01-14 08:59:53 +1300","research","","http://www.inaturalist.org/observations/2951446","https://static.inaturalist.org/photos/3385321/medium.jpg?1460845630","","","true",1,0,"false",3,"Exposition Park, Los Angeles, CA, US",29,"","false","","","Black Webspinner","Oligotoma nigra","Black Webspinner","Insecta",362840,"Animalia","Arthropoda","Insecta","Embiidina","Oligotomidae","la",22,-118.2857242803,34.0149204093
"740",2951482,"Sat Apr 16 2016 13:18:51 GMT-0700 (PDT)","2016-04-16","2016-04-17 08:18:51 +1200","Pacific Time (US & Canada)","",6971,"silversea_starsong","2016-04-17 10:31:21 +1200","2017-05-16 16:42:35 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2951482","https://static.inaturalist.org/photos/3385378/medium.jpg?1460845889","","","false",4,0,"false",3,"Oak Creek, Agoura Hills, CA, US",5,"","false","","","Scarlet Pimpernel","Anagallis arvensis","scarlet pimpernel","Plantae",52830,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Primulaceae","la",22,-118.7552534045,34.1479080962
"741",2951486,"Sat Apr 16 2016 13:30:42 GMT-0700 (PDT)","2016-04-16","2016-04-17 08:30:42 +1200","Pacific Time (US & Canada)","",6971,"silversea_starsong","2016-04-17 10:31:56 +1200","2017-05-16 16:42:34 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2951486","https://static.inaturalist.org/photos/3385385/medium.jpg?1460845929","","","false",4,0,"false",3,"Oak Creek, Agoura Hills, CA, US",5,"","false","","","Scarlet Pimpernel","Anagallis arvensis","scarlet pimpernel","Plantae",52830,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Primulaceae","la",21,-118.7548954972,34.1480689869
"747",2951586,"Sat Apr 16 2016 13:41:02 GMT-0700 (PDT)","2016-04-16","2016-04-17 08:41:02 +1200","Pacific Time (US & Canada)","",6971,"silversea_starsong","2016-04-17 10:48:50 +1200","2017-04-13 06:24:33 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2951586","https://static.inaturalist.org/photos/3385574/medium.jpg?1460846945","","","false",1,0,"false",3,"Oak Creek, Agoura Hills, CA, US",5,"","false","","","Brazilian pepper tree","Schinus terebinthifolius","Brazilian pepper tree","Plantae",78993,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","la",21,-118.7548319624,34.148281971
"748",2951588,"Sat Apr 16 2016 13:41:27 GMT-0700 (PDT)","2016-04-16","2016-04-17 08:41:27 +1200","Pacific Time (US & Canada)","",6971,"silversea_starsong","2016-04-17 10:49:03 +1200","2017-04-13 06:24:34 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2951588","https://static.inaturalist.org/photos/3385579/medium.jpg?1460846957","","","false",2,0,"false",3,"Oak Creek, Agoura Hills, CA, US",5,"","false","","","Ripgut brome","Bromus diandrus","great brome","Plantae",52702,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",21,-118.7547794917,34.148334316
"749",2951598,"Sat Apr 16 2016 13:43:35 GMT-0700 (PDT)","2016-04-16","2016-04-17 08:43:35 +1200","Pacific Time (US & Canada)","",6971,"silversea_starsong","2016-04-17 10:49:24 +1200","2017-04-13 06:24:34 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2951598","https://static.inaturalist.org/photos/3385585/medium.jpg?1460846976","","","false",1,0,"false",3,"Oak Creek, Agoura Hills, CA, US",5,"","false","","","Bristly Ox-Tongue","Helminthotheca echioides","bristly oxtongue","Plantae",61906,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",21,-118.7548376621,34.1483677598
"750",2951599,"Sat Apr 16 2016 13:58:15 GMT-0700 (PDT)","2016-04-16","2016-04-17 08:58:15 +1200","Pacific Time (US & Canada)","",6971,"silversea_starsong","2016-04-17 10:49:36 +1200","2017-04-13 06:24:35 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2951599","https://static.inaturalist.org/photos/3385590/medium.jpg?1460846990","","","false",1,0,"false",3,"Oak Creek, Agoura Hills, CA, US",5,"","false","","","Bristly Ox-Tongue","Helminthotheca echioides","bristly oxtongue","Plantae",61906,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",23,-118.7546849438,34.1474644421
"751",2951602,"Sat Apr 16 2016 14:37:08 GMT-0700 (PDT)","2016-04-16","2016-04-17 09:37:08 +1200","Pacific Time (US & Canada)","",6971,"silversea_starsong","2016-04-17 10:49:48 +1200","2017-04-13 06:24:35 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2951602","https://static.inaturalist.org/photos/3385593/medium.jpg?1460847001","","","false",1,0,"false",3,"Oak Creek, Agoura Hills, CA, US",5,"","false","","","Common Groundsel","Senecio vulgaris","common groundsel","Plantae",53211,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",21,-118.7562291418,34.1482544365
"752",2951651,"Sat Apr 16 2016 15:55:05 GMT-0700 (PDT)","2016-04-16","2016-04-17 10:55:05 +1200","Pacific Time (US & Canada)","",218373,"bill20","2016-04-17 10:55:30 +1200","2017-04-13 06:24:38 +1200","research","","http://www.inaturalist.org/observations/2951651","https://static.inaturalist.org/photos/3385678/medium.jpg?1460847339","","","false",2,0,"false",3,"La Canada Flintridge Country Club, La Cañada Flintridge, CA, US",5,"","false","","","Cabbage White","Pieris rapae","Cabbage White","Insecta",55626,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","la",23,-118.1870900375,34.2142664502
"754",2951789,"Sat Apr 16 2016 16:04:46 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:04:46 +1200","Pacific Time (US & Canada)","false",218355,"kathryn18","2016-04-17 11:07:05 +1200","2018-01-14 08:59:58 +1300","research","","http://www.inaturalist.org/observations/2951789","https://static.inaturalist.org/photos/3385877/medium.jpg?1460848046","","","true",1,0,"false",3,"7533 Earldom Ave, Los Angeles, CA, US",24,"","false","","","Northern Mockingbird","Mimus polyglottos","Northern Mockingbird","Aves",14886,"Animalia","Chordata","Aves","Passeriformes","Mimidae","la",23,-118.4425322807,33.952815351
"755",2951917,"Sat Apr 16 2016 12:58:06 GMT-0700 (PDT)","2016-04-16","2016-04-17 07:58:06 +1200","Pacific Time (US & Canada)","",162566,"chris49","2016-04-17 11:17:15 +1200","2017-04-13 06:25:00 +1200","research","","http://www.inaturalist.org/observations/2951917","https://static.inaturalist.org/photos/3386038/medium.jpg?1460848647","","","false",3,0,"false",3,"93550, Palmdale, CA, US",346,"","false","","","Joshua Tree","Yucca brevifolia","Joshua Tree","Plantae",47785,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","la",81,-118.0789773687,34.658891849
"761",2952064,"Sat Apr 16 2016 16:26:42 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:26:42 +1200","Pacific Time (US & Canada)","",218355,"kathryn18","2016-04-17 11:30:27 +1200","2018-01-14 09:00:01 +1300","research","","http://www.inaturalist.org/observations/2952064","https://static.inaturalist.org/photos/3386275/medium.jpg?1460849488","","","false",1,0,"false",3,"7533 Earldom Ave, Los Angeles, CA, US",23,"","false","","","California Poppy","Eschscholzia californica","California poppy","Plantae",48225,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","la",23,-118.4425449953,33.9528399601
"766",2952178,"Sat Apr 16 2016 16:39:21 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:39:21 +1200","Pacific Time (US & Canada)","",199699,"loramay","2016-04-17 11:39:50 +1200","2018-01-14 09:00:04 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2952178","https://static.inaturalist.org/photos/3386418/medium.jpg?1460850000","","","false",1,0,"false",3,"1156 N Coronado St, Los Angeles, CA, US",5,"","false","","","Beavertail Cactus","Opuntia basilaris","beavertail cactus","Plantae",57872,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Cactaceae","la",23,-118.2680604794,34.0810188325
"769",2952209,"Sat Apr 16 2016 16:43:27 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:43:27 +1200","Pacific Time (US & Canada)","",199699,"loramay","2016-04-17 11:43:50 +1200","2018-01-14 09:00:06 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2952209","https://static.inaturalist.org/photos/3386472/medium.jpg?1460850235","","","false",1,0,"false",3,"1156 N Coronado St, Los Angeles, CA, US",5,"","false","","","Black Sage","Salvia mellifera","black sage","Plantae",50643,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","la",23,-118.268034747,34.0811995045
"779",2952308,"Sat Apr 16 2016 16:50:44 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:50:44 +1200","Pacific Time (US & Canada)","",199699,"loramay","2016-04-17 11:52:02 +1200","2018-01-14 09:00:10 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2952308","https://static.inaturalist.org/photos/3386598/medium.jpg?1460850731","","","false",2,0,"false",3,"1156 N Coronado St, Los Angeles, CA, US",5,"","false","","","Convergent Lady Beetle","Hippodamia convergens","Convergent Lady Beetle","Insecta",48987,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","la",23,-118.2677993831,34.080901905
"789",2952378,"Sat Apr 16 2016 08:29:55 GMT-0700 (PDT)","2016-04-16","2016-04-17 03:29:55 +1200","Pacific Time (US & Canada)","",140864,"huskynaturalist","2016-04-17 12:00:08 +1200","2018-01-14 09:00:19 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2952378","https://static.inaturalist.org/photos/3386695/medium.jpg?1460851231","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",26,"","false","","","Arroyo Lupine","Lupinus succulentus","arroyo lupine","Plantae",56759,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","la",23,-118.2007073858,34.0999965009
"791",2952394,"Sat Apr 16 2016 16:39:29 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:39:29 +1200","Pacific Time (US & Canada)","",218355,"kathryn18","2016-04-17 12:01:39 +1200","2018-01-14 09:00:19 +1300","research","","http://www.inaturalist.org/observations/2952394","https://static.inaturalist.org/photos/3386749/medium.jpg?1460851479","","","true",1,0,"false",3,"7600 Earldom Ave, Los Angeles, CA, US",59,"","false","","","Orange Bush Monkeyflower","Mimulus aurantiacus","orange bush monkeyflower","Plantae",48858,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","la",23,-118.442216841,33.9529319929
"796",2952603,"Sat Apr 16 2016 15:50:59 GMT-0700 (PDT)","2016-04-16","2016-04-17 10:50:59 +1200","Pacific Time (US & Canada)","",213838,"vireolanius","2016-04-17 12:21:04 +1200","2017-04-13 06:26:14 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2952603","https://static.inaturalist.org/photos/3387014/medium.jpg?1460852503","","","false",1,0,"false",3,"San Clemente Island Naval Unde, Avalon, CA, US",1114,"","false","","","Slender Iceplant","Mesembryanthemum nodiflorum","Slender Iceplant","Plantae",71191,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","la",NA,-118.5531956853,32.9988737021
"797",2952615,"Sat Apr 16 2016 16:16:13 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:16:13 +1200","Pacific Time (US & Canada)","",213838,"vireolanius","2016-04-17 12:23:33 +1200","2018-01-13 18:25:49 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2952615","https://static.inaturalist.org/photos/3387026/medium.jpg?1460852641","","","false",1,0,"false",3,"San Clemente Island Naval Unde, Avalon, CA, US",518,"","false","","","Sea-Fig","Carpobrotus edulis","sea-fig","Plantae",49322,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","la",NA,-118.5547918059,33.000459313
"798",2952629,"Sat Apr 16 2016 16:56:58 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:56:58 +1200","Pacific Time (US & Canada)","",213838,"vireolanius","2016-04-17 12:25:36 +1200","2017-04-13 06:26:15 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2952629","https://static.inaturalist.org/photos/3387041/medium.jpg?1460852772","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",300,"","false","","","goldentop grass","Lamarckia aurea","goldentop grass","Plantae",58379,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",NA,-118.5559299872,33.0019076242
"799",2952633,"Sat Apr 16 2016 16:55:36 GMT-0700 (PDT)","2016-04-16","2016-04-17 11:55:36 +1200","Pacific Time (US & Canada)","",213838,"vireolanius","2016-04-17 12:26:12 +1200","2017-04-13 06:26:17 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2952633","https://static.inaturalist.org/photos/3387046/medium.jpg?1460852808","","","false",1,0,"false",3,"San Clemente Island Naval Unde, Avalon, CA, US",854,"","false","","","alkali seaheath","Frankenia salina","Alkali Heath","Plantae",58168,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Frankeniaceae","la",NA,-118.5547823215,32.9990400772
"800",2952661,"Thu Apr 14 2016 16:25:56 GMT-0700 (PDT)","2016-04-14","2016-04-15 11:25:56 +1200","Pacific Time (US & Canada)","",213838,"vireolanius","2016-04-17 12:32:55 +1200","2018-01-15 05:27:28 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2952661","https://static.inaturalist.org/photos/3387092/medium.jpg?1460853205","","","true",1,0,"false",3,"San Clemente Island Naval Unde, Avalon, CA, US",193,"","false","","","Beach Sandspurry","Spergularia macrotheca macrotheca","Beach Sandspurry","Plantae",61474,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","la",NA,-118.5570826025,33.0024120286
"802",2952824,"Sat Apr 16 2016 17:46:00 GMT-0700 (PDT)","2016-04-16","2016-04-17 12:46:00 +1200","Pacific Time (US & Canada)","",218373,"bill20","2016-04-17 12:47:52 +1200","2018-01-14 09:00:24 +1300","research","","http://www.inaturalist.org/observations/2952824","https://static.inaturalist.org/photos/3387289/medium.jpg?1460854122","","","true",1,0,"false",3,"1845 N Dillon St, Los Angeles, CA, US",5,"","false","","","Sweet Fennel","Foeniculum vulgare","sweet fennel","Plantae",53052,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","la",21,-118.2697699686,34.0937107522
"803",2952920,"Sat Apr 16 2016 17:52:11 GMT-0700 (PDT)","2016-04-16","2016-04-17 12:52:11 +1200","Pacific Time (US & Canada)","false",213838,"vireolanius","2016-04-17 12:57:26 +1200","2017-08-18 07:24:27 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2952920","https://static.inaturalist.org/photos/3387400/medium.jpg?1460854659","","","false",2,0,"false",3,"San Clemente Island Naval Unde, Avalon, CA, US",67,"","false","","","San Clemente Night Lizard","Xantusia riversiana","San Clemente Night Lizard","Reptilia",39493,"Animalia","Chordata","Reptilia","Squamata","Xantusiidae","la",NA,-118.5554834767,33.0021865274
"804",2952959,"Sat Apr 16 2016 18:01:34 GMT-0700 (PDT)","2016-04-16","2016-04-17 13:01:34 +1200","Pacific Time (US & Canada)","",218373,"bill20","2016-04-17 13:02:10 +1200","2018-01-14 09:00:26 +1300","research","","http://www.inaturalist.org/observations/2952959","https://static.inaturalist.org/photos/3387453/medium.jpg?1460854940","","","true",1,0,"false",3,"1845 N Dillon St, Los Angeles, CA, US",5,"","false","","","Annual yellow sweetclover","Melilotus indicus","annual yellow sweetclover","Plantae",57065,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","la",21,-118.2697444876,34.0936324653
"805",2952964,"2016-04-16 6:02:12 PM PDT","2016-04-16","2016-04-17 13:02:12 +1200","Pacific Time (US & Canada)","false",17868,"bdesrocher","2016-04-17 13:02:58 +1200","2018-01-14 09:00:26 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2952964","https://static.inaturalist.org/photos/3387457/medium.jpg?1460854985","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",10,"","false","gps","gps","Fox Squirrel","Sciurus niger","Fox Squirrel","Mammalia",46020,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","la",22,-118.37623264,34.15607321
"806",2952971,"Sat Apr 16 2016 18:00:34 GMT-0700 (PDT)","2016-04-16","2016-04-17 13:00:34 +1200","Pacific Time (US & Canada)","",218355,"kathryn18","2016-04-17 13:03:41 +1200","2018-01-14 09:00:26 +1300","research","","http://www.inaturalist.org/observations/2952971","https://static.inaturalist.org/photos/3387463/medium.jpg?1460855030","","","true",3,0,"false",3,"11020 Chalon Rd, Los Angeles, CA, US",23,"","false","","","Garden Snail","Cornu aspersum","Garden Snail","Mollusca",480298,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","la",21,-118.4590046472,34.0828312355
"807",2952988,"Sat Apr 16 2016 18:05:05 GMT-0700 (PDT)","2016-04-16","2016-04-17 13:05:05 +1200","Pacific Time (US & Canada)","",31511,"jeffchapman7967","2016-04-17 13:05:38 +1200","2018-01-14 09:00:27 +1300","research","","http://www.inaturalist.org/observations/2952988","https://static.inaturalist.org/photos/3387494/medium.jpg?1460855169","","","false",1,0,"false",3,"5600 Monte Vista St, Los Angeles, CA, US",5,"","false","","","California Bay","Umbellularia californica","California bay","Plantae",48807,"Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","la",23,-118.1952886284,34.1111841286
"816",2953055,"2016-04-16 6:10:15 PM PDT","2016-04-16","2016-04-17 13:10:15 +1200","Pacific Time (US & Canada)","",17868,"bdesrocher","2016-04-17 13:10:44 +1200","2018-01-14 09:00:28 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2953055","https://static.inaturalist.org/photos/3387586/medium.jpg?1460855452","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",7,"","false","gps","gps","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","la",22,-118.37342224,34.15634609
"818",2953070,"2016-04-16 7:50:32 AM PDT","2016-04-16","2016-04-17 02:50:32 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:09 +1200","2017-04-13 06:26:40 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953070","https://static.inaturalist.org/photos/3387690/medium.jpeg?1460855940","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","gps","gps","baby-blue-eyes","Nemophila menziesii","Menzies' baby blue eyes","Plantae",50648,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","la",21,-118.1502266489,34.2652105726
"820",2953073,"2016-04-16 7:56:14 AM PDT","2016-04-16","2016-04-17 02:56:14 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:17 +1200","2017-04-13 06:26:40 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953073","https://static.inaturalist.org/photos/3387697/medium.jpeg?1460855963","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","Catchweed Bedstraw","Galium aparine","catchweed bedstraw","Plantae",53059,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Rubiaceae","la",21,-118.1504825192,34.2650490794
"821",2953074,"2016-04-16 7:56:49 AM PDT","2016-04-16","2016-04-17 02:56:49 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:18 +1200","2017-04-13 06:26:40 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953074","https://static.inaturalist.org/photos/3387701/medium.jpeg?1460855973","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","ground ivy","Glechoma hederacea","ground ivy","Plantae",55830,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","la",21,-118.1509720504,34.2645545232
"822",2953077,"2016-04-16 8:02:04 AM PDT","2016-04-16","2016-04-17 03:02:04 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:22 +1200","2017-04-13 06:26:41 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953077","https://static.inaturalist.org/photos/3387707/medium.jpeg?1460856000","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","Canyon Live-forever","Dudleya cymosa","Canyon Live-forever","Plantae",58136,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","la",21,-118.153707186,34.2631296661
"823",2953087,"2016-04-16 8:07:43 AM PDT","2016-04-16","2016-04-17 03:07:43 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:41 +1200","2017-04-13 06:26:44 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953087","https://static.inaturalist.org/photos/3387723/medium.jpeg?1460856102","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",48,"","false","","","Bigleaf Maple","Acer macrophyllum","bigleaf maple","Plantae",48227,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","la",52,-118.1525571491,34.261162125
"824",2953090,"2016-04-16 8:09:36 AM PDT","2016-04-16","2016-04-17 03:09:36 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:46 +1200","2017-04-13 06:26:44 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953090","https://static.inaturalist.org/photos/3387741/medium.jpeg?1460856187","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Milk Thistle","Silybum marianum","milk thistle","Plantae",52586,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",52,-118.1525405157,34.2605449718
"825",2953092,"2016-04-16 8:11:03 AM PDT","2016-04-16","2016-04-17 03:11:03 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:48 +1200","2017-04-13 06:26:48 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953092","https://static.inaturalist.org/photos/3387754/medium.jpeg?1460856271","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Mule Fat","Baccharis salicifolia","mule fat","Plantae",57913,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",21,-118.152525874,34.2598651983
"826",2953093,"2016-04-16 8:12:19 AM PDT","2016-04-16","2016-04-17 03:12:19 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:50 +1200","2017-04-13 06:26:48 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953093","https://static.inaturalist.org/photos/3387763/medium.jpeg?1460856318","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","gps","gps","Greater Periwinkle","Vinca major","greater periwinkle","Plantae",53326,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","la",52,-118.1539571474,34.2597949258
"827",2953096,"2016-04-16 8:23:46 AM PDT","2016-04-16","2016-04-17 03:23:46 +1200","Pacific Time (US & Canada)","false",12809,"cedric_lee","2016-04-17 13:12:54 +1200","2017-07-14 16:44:31 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953096","https://static.inaturalist.org/photos/3387789/medium.jpeg?1460856475","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","peak rushrose","Helianthemum scoparium","peak rushrose","Plantae",57009,"Plantae","Magnoliophyta","Magnoliopsida","Malvales","Cistaceae","la",52,-118.1542838044,34.2550840896
"829",2953099,"2016-04-16 8:28:36 AM PDT","2016-04-16","2016-04-17 03:28:36 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:57 +1200","2017-04-13 06:26:49 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953099","https://static.inaturalist.org/photos/3387793/medium.jpeg?1460856488","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","gps","gps","hoaryleaf ceanothus","Ceanothus crassifolius","hoaryleaf ceanothus","Plantae",76171,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","la",52,-118.1553458676,34.254542525
"830",2953101,"2016-04-16 8:28:55 AM PDT","2016-04-16","2016-04-17 03:28:55 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:12:59 +1200","2017-04-13 06:26:49 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953101","https://static.inaturalist.org/photos/3387795/medium.jpeg?1460856498","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Manzanita Leafgall Aphid","Tamalia coweni","Manzanita Leafgall Aphid","Insecta",49046,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","la",52,-118.1550109106,34.2546878371001
"831",2953104,"2016-04-16 8:30:08 AM PDT","2016-04-16","2016-04-17 03:30:08 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:06 +1200","2017-07-14 16:44:31 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953104","https://static.inaturalist.org/photos/3387809/medium.jpeg?1460856534","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","hairy ceanothus","Ceanothus oliganthus","hairy ceanothus","Plantae",53360,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","la",52,-118.1553449131,34.2545302094001
"833",2953106,"2016-04-16 8:30:31 AM PDT","2016-04-16","2016-04-17 03:30:31 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:08 +1200","2017-04-13 06:26:50 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953106","https://static.inaturalist.org/photos/3387814/medium.jpeg?1460856545","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","California Bluebell","Phacelia minor","California Bluebell","Plantae",68303,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","la",52,-118.1556446269,34.2546746678
"834",2953108,"2016-04-16 8:31:53 AM PDT","2016-04-16","2016-04-17 03:31:53 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:12 +1200","2017-04-13 06:26:51 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953108","https://static.inaturalist.org/photos/3387831/medium.jpeg?1460856577","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",12,"","false","","","California Buckwheat","Eriogonum fasciculatum","California buckwheat","Plantae",54999,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","la",52,-118.1568473064,34.2545716543
